id,post_id,url,title,claim_type,sub_category,claim,current_value,verification_status,authoritative_source,source_date,checked_date,recommended_text,action,classification_basis
221,2026-08-07-safety-auto-6b24c5,https://honsamnote.co.kr/blog/2026-08-07-safety-auto-6b24c5/,"혼자 사는 당신, 새 집 이사 직후 '이것' 안 하면 위험! 도어락 비밀번호와 열쇠 관리 안전 가이드",가격,가격범위,비용: 도어락 비밀번호 변경: 0원 (자가) 물리 열쇠 실린더 교체 (DIY 부품): 2만 원 ~ 10만 원 (제품 및 난이도에 따라 상이) 물리 열쇠 실린더 교체 (전문가 출장): 5만 원 ~ 15만 원 (출장비， 실린더 종류， 야간 할증 등에 따라 상이) 보조키/안전고리 설치: 1만 원 ~ 5만 원 (제품 및 자가 설치 여부에 따라 상이) 시간: 비밀번,15만 원,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 시장 가격은 변동. 실제 시세 확인 후 범위 표현으로 유지 또는 출처 명기.,가격 유형 + 미해당 패턴 → 외부 확인 필요
222,2026-08-07-safety-auto-6b24c5,https://honsamnote.co.kr/blog/2026-08-07-safety-auto-6b24c5/,"혼자 사는 당신, 새 집 이사 직후 '이것' 안 하면 위험! 도어락 비밀번호와 열쇠 관리 안전 가이드",가격,가격범위,비용: 도어락 비밀번호 변경: 0원 (자가) 물리 열쇠 실린더 교체 (DIY 부품): 2만 원 ~ 10만 원 (제품 및 난이도에 따라 상이) 물리 열쇠 실린더 교체 (전문가 출장): 5만 원 ~ 15만 원 (출장비， 실린더 종류， 야간 할증 등에 따라 상이) 보조키/안전고리 설치: 1만 원 ~ 5만 원 (제품 및 자가 설치 여부에 따라 상이) 시간: 비밀번,1만 원,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 시장 가격은 변동. 실제 시세 확인 후 범위 표현으로 유지 또는 출처 명기.,가격 유형 + 미해당 패턴 → 외부 확인 필요
223,2026-08-07-safety-auto-6b24c5,https://honsamnote.co.kr/blog/2026-08-07-safety-auto-6b24c5/,"혼자 사는 당신, 새 집 이사 직후 '이것' 안 하면 위험! 도어락 비밀번호와 열쇠 관리 안전 가이드",가격,가격범위,비용: 도어락 비밀번호 변경: 0원 (자가) 물리 열쇠 실린더 교체 (DIY 부품): 2만 원 ~ 10만 원 (제품 및 난이도에 따라 상이) 물리 열쇠 실린더 교체 (전문가 출장): 5만 원 ~ 15만 원 (출장비， 실린더 종류， 야간 할증 등에 따라 상이) 보조키/안전고리 설치: 1만 원 ~ 5만 원 (제품 및 자가 설치 여부에 따라 상이) 시간: 비밀번,0원,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 시장 가격은 변동. 실제 시세 확인 후 범위 표현으로 유지 또는 출처 명기.,가격 유형 + 미해당 패턴 → 외부 확인 필요
226,2026-08-08-housing-auto-8b0461,https://honsamnote.co.kr/blog/2026-08-08-housing-auto-8b0461/,"혼자 사는 직장인, 새집 입주 후 당황스러운 전기·가스·수도 명의 변경! 순서대로 해결하고 요금 폭탄 피하는 법",법률,법률,보증금 분쟁: 이사 나갈 때 공과금 정산 문제가 명확하지 않으면 보증금 반환에도 문제가 생길 수 있습니다.,보증금 반환,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 공식 출처 확인 후 처리,자동 분류
227,2026-08-08-housing-auto-8b0461,https://honsamnote.co.kr/blog/2026-08-08-housing-auto-8b0461/,"혼자 사는 직장인, 새집 입주 후 당황스러운 전기·가스·수도 명의 변경! 순서대로 해결하고 요금 폭탄 피하는 법",가격,가격범위,도시가스 연결/해지: 출장비가 발생할 수 있습니다 (보통 1~2만 원대).,2만 원,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 시장 가격은 변동. 실제 시세 확인 후 범위 표현으로 유지 또는 출처 명기.,가격 유형 + 미해당 패턴 → 외부 확인 필요
228,2026-08-08-housing-auto-d2c1ed,https://honsamnote.co.kr/blog/2026-08-08-housing-auto-d2c1ed/,"혼자 사는 직장인, 이사 갈 때 퇴실 청소? 셀프 vs 전문 업체, 보증금 지키는 현명한 선택 가이드",가격,가격범위,비용·시간·주의사항 셀프 청소 비용: 청소 도구 및 세제 구입 비용 약 2만원 ~ 5만원.,2만원,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 시장 가격은 변동. 실제 시세 확인 후 범위 표현으로 유지 또는 출처 명기.,가격 유형 + 미해당 패턴 → 외부 확인 필요
229,2026-08-08-housing-auto-d2c1ed,https://honsamnote.co.kr/blog/2026-08-08-housing-auto-d2c1ed/,"혼자 사는 직장인, 이사 갈 때 퇴실 청소? 셀프 vs 전문 업체, 보증금 지키는 현명한 선택 가이드",가격,가격범위,비용·시간·주의사항 셀프 청소 비용: 청소 도구 및 세제 구입 비용 약 2만원 ~ 5만원.,5만원,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 시장 가격은 변동. 실제 시세 확인 후 범위 표현으로 유지 또는 출처 명기.,가격 유형 + 미해당 패턴 → 외부 확인 필요
230,2026-08-08-housing-auto-d2c1ed,https://honsamnote.co.kr/blog/2026-08-08-housing-auto-d2c1ed/,"혼자 사는 직장인, 이사 갈 때 퇴실 청소? 셀프 vs 전문 업체, 보증금 지키는 현명한 선택 가이드",가격,가격범위,전문 청소 업체 비용: 원룸/오피스텔 기준 10만원 ~ 25만원.,10만원,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 시장 가격은 변동. 실제 시세 확인 후 범위 표현으로 유지 또는 출처 명기.,가격 유형 + 미해당 패턴 → 외부 확인 필요
231,2026-08-08-housing-auto-d2c1ed,https://honsamnote.co.kr/blog/2026-08-08-housing-auto-d2c1ed/,"혼자 사는 직장인, 이사 갈 때 퇴실 청소? 셀프 vs 전문 업체, 보증금 지키는 현명한 선택 가이드",가격,가격범위,전문 청소 업체 비용: 원룸/오피스텔 기준 10만원 ~ 25만원.,25만원,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 시장 가격은 변동. 실제 시세 확인 후 범위 표현으로 유지 또는 출처 명기.,가격 유형 + 미해당 패턴 → 외부 확인 필요
232,2026-08-08-housing-auto-d2c1ed,https://honsamnote.co.kr/blog/2026-08-08-housing-auto-d2c1ed/,"혼자 사는 직장인, 이사 갈 때 퇴실 청소? 셀프 vs 전문 업체, 보증금 지키는 현명한 선택 가이드",가격,가격범위,(기존 보유 시 0원) 시간: 원룸/오피스텔 기준 4시간 ~ 10시간 이상 (집의 오염도， 평수， 개인의 청소 속도에 따라 천차만별).,0원),NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 시장 가격은 변동. 실제 시세 확인 후 범위 표현으로 유지 또는 출처 명기.,가격 유형 + 미해당 패턴 → 외부 확인 필요
233,2026-08-08-housing-auto-d2c1ed,https://honsamnote.co.kr/blog/2026-08-08-housing-auto-d2c1ed/,"혼자 사는 직장인, 이사 갈 때 퇴실 청소? 셀프 vs 전문 업체, 보증금 지키는 현명한 선택 가이드",통계,통계수치,비용·시간·주의사항 셀프 청소 비용: 청소 도구 및 세제 구입 비용 약 2만원 ~ 5만원.,약 2,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 수치 출처 확인 필요.,통계 수치 유형 — 출처 미확인
236,2026-08-08-safety-auto-2186aa,https://honsamnote.co.kr/blog/2026-08-08-safety-auto-2186aa/,"혼자 사는 당신, 응급상황 시 내 몸이 말 못 할 때? 비상 의료 정보 카드 vs. 스마트폰 응급 ID, 어떤 대비가 나에게 맞을까?",가격,가격범위,전문 업체에 제작을 맡기면 5천 원 ~ 2만 원 수준입니다.,2만 원,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 시장 가격은 변동. 실제 시세 확인 후 범위 표현으로 유지 또는 출처 명기.,가격 유형 + 미해당 패턴 → 외부 확인 필요
237,2026-08-08-safety-auto-2186aa,https://honsamnote.co.kr/blog/2026-08-08-safety-auto-2186aa/,"혼자 사는 당신, 응급상황 시 내 몸이 말 못 할 때? 비상 의료 정보 카드 vs. 스마트폰 응급 ID, 어떤 대비가 나에게 맞을까?",가격,가격범위,의료 정보 각인 팔찌/목걸이: 재질과 디자인에 따라 1만 원 ~ 5만 원 이상입니다.,1만 원,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 시장 가격은 변동. 실제 시세 확인 후 범위 표현으로 유지 또는 출처 명기.,가격 유형 + 미해당 패턴 → 외부 확인 필요
238,2026-08-08-safety-auto-2186aa,https://honsamnote.co.kr/blog/2026-08-08-safety-auto-2186aa/,"혼자 사는 당신, 응급상황 시 내 몸이 말 못 할 때? 비상 의료 정보 카드 vs. 스마트폰 응급 ID, 어떤 대비가 나에게 맞을까?",가격,가격범위,의료 정보 각인 팔찌/목걸이: 재질과 디자인에 따라 1만 원 ~ 5만 원 이상입니다.,5만 원,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 시장 가격은 변동. 실제 시세 확인 후 범위 표현으로 유지 또는 출처 명기.,가격 유형 + 미해당 패턴 → 외부 확인 필요
239,2026-08-08-safety-auto-2186aa,https://honsamnote.co.kr/blog/2026-08-08-safety-auto-2186aa/,"혼자 사는 당신, 응급상황 시 내 몸이 말 못 할 때? 비상 의료 정보 카드 vs. 스마트폰 응급 ID, 어떤 대비가 나에게 맞을까?",가격,가격범위,스마트폰 응급 ID: 별도의 비용 없이 스마트폰 기능을 활용하는 것이므로 0원입니다.,0원입,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 시장 가격은 변동. 실제 시세 확인 후 범위 표현으로 유지 또는 출처 명기.,가격 유형 + 미해당 패턴 → 외부 확인 필요
240,2026-08-09-housing-auto-da13ec,https://honsamnote.co.kr/blog/2026-08-09-housing-auto-da13ec/,나 홀로 이사 체크리스트｜이사 당일,법률,법률,이는 당신의 보증금을 보호하는 가장 중요한 절차입니다.,보증금을 보호,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 공식 출처 확인 후 처리,자동 분류
241,2026-08-09-housing-auto-da13ec,https://honsamnote.co.kr/blog/2026-08-09-housing-auto-da13ec/,나 홀로 이사 체크리스트｜이사 당일,법률,법률,또한， 우편물 주소 변경이나 전입신고， 확정일자를 미루면 보증금을 보호받기 어렵거나 중요한 서신을 놓칠 수 있습니다.,확정일자를 미루면 보증금을 보호,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 공식 출처 확인 후 처리,자동 분류
242,2026-08-10-housing-auto-4bca9b,https://honsamnote.co.kr/blog/2026-08-10-housing-auto-4bca9b/,"혼자 사는 직장인, 집주인이 내가 사는 집을 팔겠다고? 잦은 방문 요청에도 사생활 지키며 현명하게 대처하는 법",법률,법률,합리적인 협조: 너무 비협조적이면 집주인과의 관계가 틀어질 수 있고， 퇴거 시 보증금 반환 지연 등 불이익을 받을 수도 있습니다.,보증금 반환,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 공식 출처 확인 후 처리,자동 분류
243,2026-08-11-housing-auto-a2f088,https://honsamnote.co.kr/blog/2026-08-11-housing-auto-a2f088/,문제성 집 체크리스트｜전월세 계약,법률,법률,"""임대인은 임차인의 전세 보증금 반환을 위해 해당 주택에 설정된 근저당권을 말소하고 잔금 지급일까지 보증금보다 선순위 채권이 없도록 한다."" (전세 시) ""도배， 장판 등 기본적인 시설물 보수는 임대인이 책임진다."" (노후 주택의 경우) ""누수， 보일러 고장 등 중요 시설물의 하자가 발생할 경우， 임대인이 즉시 수리하고 비용을 부담한다."" 비용·시간·주의사",보증금 반환,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 공식 출처 확인 후 처리,자동 분류
244,2026-08-11-housing-auto-a2f088,https://honsamnote.co.kr/blog/2026-08-11-housing-auto-a2f088/,문제성 집 체크리스트｜전월세 계약,법률,법률,체크리스트집 현장 점검 (물리적 하자/생활 편의성): [ ] 냄새 (하수구， 곰팡이) 및 습도 [ ] 수압 및 배수 (싱크대， 세면대， 변기) [ ] 창문 및 현관문 (개폐， 잠금장치， 외풍) [ ] 벽면， 천장 (누수， 곰팡이， 벽지 상태) [ ] 소음 (외부， 이웃) [ ] 주변 환경 (교통， 편의시설， 치안， 유해 시설 유무)부동산 공적 장부 확인,보증금 보호,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 공식 출처 확인 후 처리,자동 분류
245,2026-08-11-housing-auto-a2f088,https://honsamnote.co.kr/blog/2026-08-11-housing-auto-a2f088/,문제성 집 체크리스트｜전월세 계약,법률,법률,특히 전세라면 '선순위 임차인'으로서 보호받을 수 있는지 꼼꼼히 따져봐야 합니다.,임차인'으로서 보호,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 공식 출처 확인 후 처리,자동 분류
249,2026-08-11-safety-auto-197473,https://honsamnote.co.kr/blog/2026-08-11-safety-auto-197473/,"혼자 사는 당신, 집에서 넘어져 움직일 수 없을까 걱정될 때: 웨어러블 낙상 감지기 vs. 공간형 비접촉 센서, 나에게 맞는 안전 선택은?",가격,가격범위,비용·시간·주의사항 비용: 웨어러블 낙상 감지기: 스마트워치(20만~80만원대)， 전용 낙상 감지 펜던트(10만~30만원대).,80만원,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 시장 가격은 변동. 실제 시세 확인 후 범위 표현으로 유지 또는 출처 명기.,가격 유형 + 미해당 패턴 → 외부 확인 필요
250,2026-08-11-safety-auto-197473,https://honsamnote.co.kr/blog/2026-08-11-safety-auto-197473/,"혼자 사는 당신, 집에서 넘어져 움직일 수 없을까 걱정될 때: 웨어러블 낙상 감지기 vs. 공간형 비접촉 센서, 나에게 맞는 안전 선택은?",가격,가격범위,비용·시간·주의사항 비용: 웨어러블 낙상 감지기: 스마트워치(20만~80만원대)， 전용 낙상 감지 펜던트(10만~30만원대).,30만원,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 시장 가격은 변동. 실제 시세 확인 후 범위 표현으로 유지 또는 출처 명기.,가격 유형 + 미해당 패턴 → 외부 확인 필요
251,2026-08-11-safety-auto-197473,https://honsamnote.co.kr/blog/2026-08-11-safety-auto-197473/,"혼자 사는 당신, 집에서 넘어져 움직일 수 없을까 걱정될 때: 웨어러블 낙상 감지기 vs. 공간형 비접촉 센서, 나에게 맞는 안전 선택은?",가격,가격범위,일부 제품은 GPS 추적이나 24시간 모니터링 서비스 가입 시 월 구독료(1만~3만원대)가 발생할 수 있습니다.,3만원,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 시장 가격은 변동. 실제 시세 확인 후 범위 표현으로 유지 또는 출처 명기.,가격 유형 + 미해당 패턴 → 외부 확인 필요
252,2026-08-11-safety-auto-197473,https://honsamnote.co.kr/blog/2026-08-11-safety-auto-197473/,"혼자 사는 당신, 집에서 넘어져 움직일 수 없을까 걱정될 때: 웨어러블 낙상 감지기 vs. 공간형 비접촉 센서, 나에게 맞는 안전 선택은?",가격,가격범위,공간형 비접촉 센서: 레이더 센서 기반 감지기(10만~50만원대)， 스마트홈 연동형 모션 센서(3만~10만원대).,50만원,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 시장 가격은 변동. 실제 시세 확인 후 범위 표현으로 유지 또는 출처 명기.,가격 유형 + 미해당 패턴 → 외부 확인 필요
253,2026-08-11-safety-auto-197473,https://honsamnote.co.kr/blog/2026-08-11-safety-auto-197473/,"혼자 사는 당신, 집에서 넘어져 움직일 수 없을까 걱정될 때: 웨어러블 낙상 감지기 vs. 공간형 비접촉 센서, 나에게 맞는 안전 선택은?",가격,가격범위,공간형 비접촉 센서: 레이더 센서 기반 감지기(10만~50만원대)， 스마트홈 연동형 모션 센서(3만~10만원대).,10만원,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 시장 가격은 변동. 실제 시세 확인 후 범위 표현으로 유지 또는 출처 명기.,가격 유형 + 미해당 패턴 → 외부 확인 필요
254,2026-08-11-safety-auto-197473,https://honsamnote.co.kr/blog/2026-08-11-safety-auto-197473/,"혼자 사는 당신, 집에서 넘어져 움직일 수 없을까 걱정될 때: 웨어러블 낙상 감지기 vs. 공간형 비접촉 센서, 나에게 맞는 안전 선택은?",통계,통계수치,중요한 것은 어떤 시스템이든 100% 완벽하지 않다는 점을 인지하고， 본인의 활동성， 프라이버시 민감도， 예산 등을 종합적으로 고려하여 결정해야 합니다.,100%,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 수치 출처 확인 필요.,통계 수치 유형 — 출처 미확인
256,2026-08-12-housing-auto-f420ec,https://honsamnote.co.kr/blog/2026-08-12-housing-auto-f420ec/,"혼자 사는 직장인, 집주인이 몰래 문 따고 들어왔다면? 내 사생활과 보증금 지키는 똑똑한 대처법",법률,법률,임대차 계약 해지: 집주인의 무단 침입은 임대차 계약의 중대한 위반 사유가 되므로， 계약 해지를 요구하고 보증금 반환을 청구할 수 있습니다.,보증금 반환,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 공식 출처 확인 후 처리,자동 분류
257,2026-08-12-housing-auto-f420ec,https://honsamnote.co.kr/blog/2026-08-12-housing-auto-f420ec/,"혼자 사는 직장인, 집주인이 몰래 문 따고 들어왔다면? 내 사생활과 보증금 지키는 똑똑한 대처법",법률,법률,주거침입죄는 3년 이하의 징역 또는 500만원 이하의 벌금에 처해질 수 있는 범죄입니다.,벌금,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 공식 출처 확인 후 처리,자동 분류
260,2026-08-13-housing-auto-0fa740,https://honsamnote.co.kr/blog/2026-08-13-housing-auto-0fa740/,"혼자 사는 직장인, 보증금 떼일까 불안하다면? 전월세 보증보험 vs 셀프 대비, 내 돈 지키는 현명한 선택 가이드",법률,법률,1단계: 전월세 보증보험 가입 (가장 확실한 방법)보증보험 종류 파악: 전세 보증금 반환 보증: 전세 계약자를 위한 상품으로， 주택도시보증공사(HUG)， 한국주택금융공사(HF)， 서울보증보험(SGI) 등에서 취급합니다.,보증금 반환,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 공식 출처 확인 후 처리,자동 분류
261,2026-08-13-housing-auto-0fa740,https://honsamnote.co.kr/blog/2026-08-13-housing-auto-0fa740/,"혼자 사는 직장인, 보증금 떼일까 불안하다면? 전월세 보증보험 vs 셀프 대비, 내 돈 지키는 현명한 선택 가이드",법률,법률,"이렇게 하면 오히려 악화됩니다 '설마' 하는 안일한 생각: ""설마 나한테 그런 일이 생기겠어?""라고 생각하며 보증금 보호를 위한 아무런 조치도 취하지 않는다면， 실제 문제가 발생했을 때 속수무책일 수 있습니다.",보증금 보호,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 공식 출처 확인 후 처리,자동 분류
262,2026-08-13-housing-auto-0fa740,https://honsamnote.co.kr/blog/2026-08-13-housing-auto-0fa740/,"혼자 사는 직장인, 보증금 떼일까 불안하다면? 전월세 보증보험 vs 셀프 대비, 내 돈 지키는 현명한 선택 가이드",법률,법률,전입신고， 확정일자 늦장 처리: 이사는 힘들고 바쁘다는 핑계로 전입신고와 확정일자를 늦게 받으면， 그 사이에 집주인에게 다른 채무가 발생할 경우 보증금을 보호받기 어려워질 수 있습니다.,보증금을 보호,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 공식 출처 확인 후 처리,자동 분류
263,2026-08-13-housing-auto-0fa740,https://honsamnote.co.kr/blog/2026-08-13-housing-auto-0fa740/,"혼자 사는 직장인, 보증금 떼일까 불안하다면? 전월세 보증보험 vs 셀프 대비, 내 돈 지키는 현명한 선택 가이드",법률,법률,전입신고， 확정일자 늦장 처리: 이사는 힘들고 바쁘다는 핑계로 전입신고와 확정일자를 늦게 받으면， 그 사이에 집주인에게 다른 채무가 발생할 경우 보증금을 보호받기 어려워질 수 있습니다.,확정일자를 늦게 받으면,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 공식 출처 확인 후 처리,자동 분류
264,2026-08-13-housing-auto-0fa740,https://honsamnote.co.kr/blog/2026-08-13-housing-auto-0fa740/,"혼자 사는 직장인, 보증금 떼일까 불안하다면? 전월세 보증보험 vs 셀프 대비, 내 돈 지키는 현명한 선택 가이드",법률,법률,[ ] 보증보험 가입이 어렵거나 불가한 경우， 소액 임차인 최우선 변제권 등 다른 법적 보호장치에 대해 충분히 숙지했는가?,임차인 최우선 변제권 등 다른 법적 보호,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 공식 출처 확인 후 처리,자동 분류
275,2026-08-14-housing-auto-189ec3,https://honsamnote.co.kr/blog/2026-08-14-housing-auto-189ec3/,"혼자 사는 직장인, 이사/대청소 앞둔 대형 폐기물 처리! 비용 아끼고 깔끔하게 끝내는 현실 가이드",법률,법률,잘못 버렸다간 과태료가 나올까 불안하고， 폐기물 처리 업체에 맡기자니 비용이 만만치 않아 선뜻 엄두가 나지 않습니다.,과태료,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 공식 출처 확인 후 처리,자동 분류
281,2026-08-14-safety-auto-f47696,https://honsamnote.co.kr/blog/2026-08-14-safety-auto-f47696/,"혼자 사는 당신, 집 열쇠를 잃어버렸을 때: 빈집털이 걱정 없이 안전하게 대처하고 우리 집 지키는 법",가격,가격범위,비용: 스마트 도어락 비밀번호 변경: 0원 (자가 조치) 물리 열쇠 실린더 교체: 약 5만 원 ~ 15만 원 (출장비 포함， 열쇠 종류 및 업체에 따라 상이) 스마트 도어락 전체 교체: 약 10만 원 ~ 30만 원 이상 (제품 종류 및 설치비 포함) 보조 잠금장치 (문 걸쇠 등): 약 1만 원 ~ 3만 원 (셀프 설치 시) 야간/주말 출장 서비스는 추가 할,5만 원,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 시장 가격은 변동. 실제 시세 확인 후 범위 표현으로 유지 또는 출처 명기.,가격 유형 + 미해당 패턴 → 외부 확인 필요
282,2026-08-14-safety-auto-f47696,https://honsamnote.co.kr/blog/2026-08-14-safety-auto-f47696/,"혼자 사는 당신, 집 열쇠를 잃어버렸을 때: 빈집털이 걱정 없이 안전하게 대처하고 우리 집 지키는 법",가격,가격범위,비용: 스마트 도어락 비밀번호 변경: 0원 (자가 조치) 물리 열쇠 실린더 교체: 약 5만 원 ~ 15만 원 (출장비 포함， 열쇠 종류 및 업체에 따라 상이) 스마트 도어락 전체 교체: 약 10만 원 ~ 30만 원 이상 (제품 종류 및 설치비 포함) 보조 잠금장치 (문 걸쇠 등): 약 1만 원 ~ 3만 원 (셀프 설치 시) 야간/주말 출장 서비스는 추가 할,15만 원,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 시장 가격은 변동. 실제 시세 확인 후 범위 표현으로 유지 또는 출처 명기.,가격 유형 + 미해당 패턴 → 외부 확인 필요
283,2026-08-14-safety-auto-f47696,https://honsamnote.co.kr/blog/2026-08-14-safety-auto-f47696/,"혼자 사는 당신, 집 열쇠를 잃어버렸을 때: 빈집털이 걱정 없이 안전하게 대처하고 우리 집 지키는 법",가격,가격범위,비용: 스마트 도어락 비밀번호 변경: 0원 (자가 조치) 물리 열쇠 실린더 교체: 약 5만 원 ~ 15만 원 (출장비 포함， 열쇠 종류 및 업체에 따라 상이) 스마트 도어락 전체 교체: 약 10만 원 ~ 30만 원 이상 (제품 종류 및 설치비 포함) 보조 잠금장치 (문 걸쇠 등): 약 1만 원 ~ 3만 원 (셀프 설치 시) 야간/주말 출장 서비스는 추가 할,10만 원,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 시장 가격은 변동. 실제 시세 확인 후 범위 표현으로 유지 또는 출처 명기.,가격 유형 + 미해당 패턴 → 외부 확인 필요
284,2026-08-14-safety-auto-f47696,https://honsamnote.co.kr/blog/2026-08-14-safety-auto-f47696/,"혼자 사는 당신, 집 열쇠를 잃어버렸을 때: 빈집털이 걱정 없이 안전하게 대처하고 우리 집 지키는 법",가격,가격범위,비용: 스마트 도어락 비밀번호 변경: 0원 (자가 조치) 물리 열쇠 실린더 교체: 약 5만 원 ~ 15만 원 (출장비 포함， 열쇠 종류 및 업체에 따라 상이) 스마트 도어락 전체 교체: 약 10만 원 ~ 30만 원 이상 (제품 종류 및 설치비 포함) 보조 잠금장치 (문 걸쇠 등): 약 1만 원 ~ 3만 원 (셀프 설치 시) 야간/주말 출장 서비스는 추가 할,30만 원,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 시장 가격은 변동. 실제 시세 확인 후 범위 표현으로 유지 또는 출처 명기.,가격 유형 + 미해당 패턴 → 외부 확인 필요
