id,post_id,url,title,risk_level,claim,claim_type,current_value,verification_required,verification_status,recommended_action,source_required,source_used,checked_date
472,2026-08-06-cost-auto-f652a0,https://honsamnote.co.kr/blog/2026-08-06-cost-auto-f652a0/,"혼자 사는 직장인, 안 쓰는 물건 쌓여만 간다면? 중고거래 vs 나눔, 후회 없이 처분하고 용돈 버는 법",P2,(예: 작은 가구류 2，000원~5，000원， 대형 가전/가구 10，000원 이상) 시간: 물건 분류 및 사진 촬영: 물건 양에 따라 최소 1~2시간에서 반나절 이상 소요될 수 있습니다.,가격,"10,000원 ",yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
473,2026-08-06-cost-auto-f652a0,https://honsamnote.co.kr/blog/2026-08-06-cost-auto-f652a0/,"혼자 사는 직장인, 안 쓰는 물건 쌓여만 간다면? 중고거래 vs 나눔, 후회 없이 처분하고 용돈 버는 법",P2,합리적인 가격 설정: 새 제품 가격의 50~70% 선에서 시작하되， 중고거래 플랫폼에서 비슷한 제품의 시세를 반드시 확인하세요.,통계,70%,yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
474,2026-08-06-housing-auto-1a9827,https://honsamnote.co.kr/blog/2026-08-06-housing-auto-1a9827/,"혼자 사는 직장인, 급하게 작은 짐 옮길 때? 카셰어링 탑차 vs 용달 서비스, 내 돈 아끼는 현명한 선택은?",P2,"비용·시간·주의사항카셰어링 탑차 이용 시 예상 비용: 대여료: 시간당 5천원 ~ 1만원대 (차량 종류 및 서비스사마다 상이) 주행 요금: 1km당 150원 ~ 200원대 (유류비 포함 개념) 보험료: 선택한 자기부담금 수준에 따라 상이 (3천원 ~ 1만원대) 총 비용: 2~3시간 대여， 30km 주행 기준으로 약 3만원 ~ 7만원 내외 예상 시간: 차량 ",가격,1만원,yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
475,2026-08-06-housing-auto-1a9827,https://honsamnote.co.kr/blog/2026-08-06-housing-auto-1a9827/,"혼자 사는 직장인, 급하게 작은 짐 옮길 때? 카셰어링 탑차 vs 용달 서비스, 내 돈 아끼는 현명한 선택은?",P2,"비용·시간·주의사항카셰어링 탑차 이용 시 예상 비용: 대여료: 시간당 5천원 ~ 1만원대 (차량 종류 및 서비스사마다 상이) 주행 요금: 1km당 150원 ~ 200원대 (유류비 포함 개념) 보험료: 선택한 자기부담금 수준에 따라 상이 (3천원 ~ 1만원대) 총 비용: 2~3시간 대여， 30km 주행 기준으로 약 3만원 ~ 7만원 내외 예상 시간: 차량 ",가격,3만원,yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
476,2026-08-06-housing-auto-1a9827,https://honsamnote.co.kr/blog/2026-08-06-housing-auto-1a9827/,"혼자 사는 직장인, 급하게 작은 짐 옮길 때? 카셰어링 탑차 vs 용달 서비스, 내 돈 아끼는 현명한 선택은?",P2,"비용·시간·주의사항카셰어링 탑차 이용 시 예상 비용: 대여료: 시간당 5천원 ~ 1만원대 (차량 종류 및 서비스사마다 상이) 주행 요금: 1km당 150원 ~ 200원대 (유류비 포함 개념) 보험료: 선택한 자기부담금 수준에 따라 상이 (3천원 ~ 1만원대) 총 비용: 2~3시간 대여， 30km 주행 기준으로 약 3만원 ~ 7만원 내외 예상 시간: 차량 ",가격,7만원,yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
477,2026-08-06-housing-auto-1a9827,https://honsamnote.co.kr/blog/2026-08-06-housing-auto-1a9827/,"혼자 사는 직장인, 급하게 작은 짐 옮길 때? 카셰어링 탑차 vs 용달 서비스, 내 돈 아끼는 현명한 선택은?",P2,용달 서비스 이용 시 예상 비용: 기본 운임: 3만원 ~ 5만원대 (차량 종류， 최저 운임 기준) 거리 할증: 이동 거리에 따라 추가 요금 발생 층수 할증: 엘리베이터 유무 및 층수에 따라 추가 요금 (계단 이용 시) 상하차 도움: 기사님 도움 요청 시 인건비 추가 (2만원 ~ 5만원 내외) 총 비용: 30km 주행， 상하차 도움 1인 기준 약 5만원 ~ ,가격,5만원,yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
478,2026-08-06-housing-auto-1a9827,https://honsamnote.co.kr/blog/2026-08-06-housing-auto-1a9827/,"혼자 사는 직장인, 급하게 작은 짐 옮길 때? 카셰어링 탑차 vs 용달 서비스, 내 돈 아끼는 현명한 선택은?",P2,용달 서비스 이용 시 예상 비용: 기본 운임: 3만원 ~ 5만원대 (차량 종류， 최저 운임 기준) 거리 할증: 이동 거리에 따라 추가 요금 발생 층수 할증: 엘리베이터 유무 및 층수에 따라 추가 요금 (계단 이용 시) 상하차 도움: 기사님 도움 요청 시 인건비 추가 (2만원 ~ 5만원 내외) 총 비용: 30km 주행， 상하차 도움 1인 기준 약 5만원 ~ ,가격,2만원,yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
479,2026-08-06-housing-auto-1a9827,https://honsamnote.co.kr/blog/2026-08-06-housing-auto-1a9827/,"혼자 사는 직장인, 급하게 작은 짐 옮길 때? 카셰어링 탑차 vs 용달 서비스, 내 돈 아끼는 현명한 선택은?",P2,용달 서비스 이용 시 예상 비용: 기본 운임: 3만원 ~ 5만원대 (차량 종류， 최저 운임 기준) 거리 할증: 이동 거리에 따라 추가 요금 발생 층수 할증: 엘리베이터 유무 및 층수에 따라 추가 요금 (계단 이용 시) 상하차 도움: 기사님 도움 요청 시 인건비 추가 (2만원 ~ 5만원 내외) 총 비용: 30km 주행， 상하차 도움 1인 기준 약 5만원 ~ ,가격,10만원,yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
480,2026-08-06-housing-auto-1a9827,https://honsamnote.co.kr/blog/2026-08-06-housing-auto-1a9827/,"혼자 사는 직장인, 급하게 작은 짐 옮길 때? 카셰어링 탑차 vs 용달 서비스, 내 돈 아끼는 현명한 선택은?",P2,"비용·시간·주의사항카셰어링 탑차 이용 시 예상 비용: 대여료: 시간당 5천원 ~ 1만원대 (차량 종류 및 서비스사마다 상이) 주행 요금: 1km당 150원 ~ 200원대 (유류비 포함 개념) 보험료: 선택한 자기부담금 수준에 따라 상이 (3천원 ~ 1만원대) 총 비용: 2~3시간 대여， 30km 주행 기준으로 약 3만원 ~ 7만원 내외 예상 시간: 차량 ",가격,150원 ,yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
481,2026-08-06-housing-auto-1a9827,https://honsamnote.co.kr/blog/2026-08-06-housing-auto-1a9827/,"혼자 사는 직장인, 급하게 작은 짐 옮길 때? 카셰어링 탑차 vs 용달 서비스, 내 돈 아끼는 현명한 선택은?",P2,"비용·시간·주의사항카셰어링 탑차 이용 시 예상 비용: 대여료: 시간당 5천원 ~ 1만원대 (차량 종류 및 서비스사마다 상이) 주행 요금: 1km당 150원 ~ 200원대 (유류비 포함 개념) 보험료: 선택한 자기부담금 수준에 따라 상이 (3천원 ~ 1만원대) 총 비용: 2~3시간 대여， 30km 주행 기준으로 약 3만원 ~ 7만원 내외 예상 시간: 차량 ",가격,200원대,yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
482,2026-08-06-housing-auto-1a9827,https://honsamnote.co.kr/blog/2026-08-06-housing-auto-1a9827/,"혼자 사는 직장인, 급하게 작은 짐 옮길 때? 카셰어링 탑차 vs 용달 서비스, 내 돈 아끼는 현명한 선택은?",P2,"비용·시간·주의사항카셰어링 탑차 이용 시 예상 비용: 대여료: 시간당 5천원 ~ 1만원대 (차량 종류 및 서비스사마다 상이) 주행 요금: 1km당 150원 ~ 200원대 (유류비 포함 개념) 보험료: 선택한 자기부담금 수준에 따라 상이 (3천원 ~ 1만원대) 총 비용: 2~3시간 대여， 30km 주행 기준으로 약 3만원 ~ 7만원 내외 예상 시간: 차량 ",통계,약 3,yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
483,2026-08-06-housing-auto-1a9827,https://honsamnote.co.kr/blog/2026-08-06-housing-auto-1a9827/,"혼자 사는 직장인, 급하게 작은 짐 옮길 때? 카셰어링 탑차 vs 용달 서비스, 내 돈 아끼는 현명한 선택은?",P2,용달 서비스 이용 시 예상 비용: 기본 운임: 3만원 ~ 5만원대 (차량 종류， 최저 운임 기준) 거리 할증: 이동 거리에 따라 추가 요금 발생 층수 할증: 엘리베이터 유무 및 층수에 따라 추가 요금 (계단 이용 시) 상하차 도움: 기사님 도움 요청 시 인건비 추가 (2만원 ~ 5만원 내외) 총 비용: 30km 주행， 상하차 도움 1인 기준 약 5만원 ~ ,통계,약 5,yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
484,2026-08-07-cost-auto-0c25d9,https://honsamnote.co.kr/blog/2026-08-07-cost-auto-0c25d9/,"혼자 사는 직장인, 매달 알게 모르게 새는 퍼스널 케어 비용! 나에게 딱 맞는 '스마트 지출'로 피부도 지갑도 지키는 법",P2,예를 들어， 한 달 기초케어 비용이 5만원이라면 3만원으로， 바디/헤어케어 비용이 2만원이라면 1만원 선으로 줄일 수 있죠.,가격,5만원,yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
485,2026-08-07-cost-auto-0c25d9,https://honsamnote.co.kr/blog/2026-08-07-cost-auto-0c25d9/,"혼자 사는 직장인, 매달 알게 모르게 새는 퍼스널 케어 비용! 나에게 딱 맞는 '스마트 지출'로 피부도 지갑도 지키는 법",P2,예를 들어， 한 달 기초케어 비용이 5만원이라면 3만원으로， 바디/헤어케어 비용이 2만원이라면 1만원 선으로 줄일 수 있죠.,가격,3만원,yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
486,2026-08-07-cost-auto-0c25d9,https://honsamnote.co.kr/blog/2026-08-07-cost-auto-0c25d9/,"혼자 사는 직장인, 매달 알게 모르게 새는 퍼스널 케어 비용! 나에게 딱 맞는 '스마트 지출'로 피부도 지갑도 지키는 법",P2,예를 들어， 한 달 기초케어 비용이 5만원이라면 3만원으로， 바디/헤어케어 비용이 2만원이라면 1만원 선으로 줄일 수 있죠.,가격,2만원,yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
487,2026-08-07-cost-auto-0c25d9,https://honsamnote.co.kr/blog/2026-08-07-cost-auto-0c25d9/,"혼자 사는 직장인, 매달 알게 모르게 새는 퍼스널 케어 비용! 나에게 딱 맞는 '스마트 지출'로 피부도 지갑도 지키는 법",P2,예를 들어， 한 달 기초케어 비용이 5만원이라면 3만원으로， 바디/헤어케어 비용이 2만원이라면 1만원 선으로 줄일 수 있죠.,가격,1만원,yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
488,2026-08-07-cost-auto-0c25d9,https://honsamnote.co.kr/blog/2026-08-07-cost-auto-0c25d9/,"혼자 사는 직장인, 매달 알게 모르게 새는 퍼스널 케어 비용! 나에게 딱 맞는 '스마트 지출'로 피부도 지갑도 지키는 법",P2,예상되는 비용 및 절감 효과 초기에는 기존에 쌓여있던 제품을 비우는 비용이 들 수 있지만， 장기적으로는 월평균 20~40% 이상의 지출 절감 효과를 기대할 수 있습니다.,통계,40%,yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
489,2026-08-07-cost-auto-0c25d9,https://honsamnote.co.kr/blog/2026-08-07-cost-auto-0c25d9/,"혼자 사는 직장인, 매달 알게 모르게 새는 퍼스널 케어 비용! 나에게 딱 맞는 '스마트 지출'로 피부도 지갑도 지키는 법",P2,1인 가구의 특성: 대용량 제품이 경제적일 수는 있지만， 혼자서 유통기한 내에 다 쓰기 어려워 버리게 되는 경우가 잦습니다.,식품,유통기한,yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
490,2026-08-07-cost-auto-0c25d9,https://honsamnote.co.kr/blog/2026-08-07-cost-auto-0c25d9/,"혼자 사는 직장인, 매달 알게 모르게 새는 퍼스널 케어 비용! 나에게 딱 맞는 '스마트 지출'로 피부도 지갑도 지키는 법",P2,예상되는 비용 및 절감 효과 초기에는 기존에 쌓여있던 제품을 비우는 비용이 들 수 있지만， 장기적으로는 월평균 20~40% 이상의 지출 절감 효과를 기대할 수 있습니다.,통계,평균 20~40,yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
491,2026-08-07-cost-auto-0c25d9,https://honsamnote.co.kr/blog/2026-08-07-cost-auto-0c25d9/,"혼자 사는 직장인, 매달 알게 모르게 새는 퍼스널 케어 비용! 나에게 딱 맞는 '스마트 지출'로 피부도 지갑도 지키는 법",P2,필요한 시간 투자 초기 제품 정리 및 루틴 정립: 약 1~2시간 정도 소요됩니다.,통계,약 1,yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
492,2026-08-07-cost-auto-431981,https://honsamnote.co.kr/blog/2026-08-07-cost-auto-431981/,"혼자 사는 직장인, 덥고 추울 때마다 전기요금 폭탄 걱정된다면? 숨은 전력 도둑 잡고 요금 확 줄이는 3단계 전략",P2,비용·시간·주의사항 비용: 스마트 멀티탭: 1만 원 ~ 3만 원 내외 LED 전구: 개당 5천 원 ~ 1만 5천 원 (교체 개수에 따라 달라짐) 냉난방기 필터: 자가 청소 시 비용 없음， 교체 시 5천 원 ~ 2만 원 고효율 가전제품 교체: 수십만 원 ~ 수백만 원 (초기 비용은 크지만 장기적인 절약 효과 탁월， 정부/지자체 보조금 확인) 시간: 전기요금 ,가격,1만 원,yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
493,2026-08-07-cost-auto-431981,https://honsamnote.co.kr/blog/2026-08-07-cost-auto-431981/,"혼자 사는 직장인, 덥고 추울 때마다 전기요금 폭탄 걱정된다면? 숨은 전력 도둑 잡고 요금 확 줄이는 3단계 전략",P2,비용·시간·주의사항 비용: 스마트 멀티탭: 1만 원 ~ 3만 원 내외 LED 전구: 개당 5천 원 ~ 1만 5천 원 (교체 개수에 따라 달라짐) 냉난방기 필터: 자가 청소 시 비용 없음， 교체 시 5천 원 ~ 2만 원 고효율 가전제품 교체: 수십만 원 ~ 수백만 원 (초기 비용은 크지만 장기적인 절약 효과 탁월， 정부/지자체 보조금 확인) 시간: 전기요금 ,가격,3만 원,yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
494,2026-08-07-cost-auto-431981,https://honsamnote.co.kr/blog/2026-08-07-cost-auto-431981/,"혼자 사는 직장인, 덥고 추울 때마다 전기요금 폭탄 걱정된다면? 숨은 전력 도둑 잡고 요금 확 줄이는 3단계 전략",P2,비용·시간·주의사항 비용: 스마트 멀티탭: 1만 원 ~ 3만 원 내외 LED 전구: 개당 5천 원 ~ 1만 5천 원 (교체 개수에 따라 달라짐) 냉난방기 필터: 자가 청소 시 비용 없음， 교체 시 5천 원 ~ 2만 원 고효율 가전제품 교체: 수십만 원 ~ 수백만 원 (초기 비용은 크지만 장기적인 절약 효과 탁월， 정부/지자체 보조금 확인) 시간: 전기요금 ,가격,2만 원,yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
495,2026-08-07-cost-auto-431981,https://honsamnote.co.kr/blog/2026-08-07-cost-auto-431981/,"혼자 사는 직장인, 덥고 추울 때마다 전기요금 폭탄 걱정된다면? 숨은 전력 도둑 잡고 요금 확 줄이는 3단계 전략",P2,예를 들어， 특정 사용량까지는 kWh당 100원이었던 요금이 그 이상을 사용하면 200원， 300원으로 두 배， 세 배씩 뛰어버리는 식이죠.,가격,100원이,yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
496,2026-08-07-cost-auto-431981,https://honsamnote.co.kr/blog/2026-08-07-cost-auto-431981/,"혼자 사는 직장인, 덥고 추울 때마다 전기요금 폭탄 걱정된다면? 숨은 전력 도둑 잡고 요금 확 줄이는 3단계 전략",P2,예를 들어， 특정 사용량까지는 kWh당 100원이었던 요금이 그 이상을 사용하면 200원， 300원으로 두 배， 세 배씩 뛰어버리는 식이죠.,가격,"200원,",yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
497,2026-08-07-cost-auto-431981,https://honsamnote.co.kr/blog/2026-08-07-cost-auto-431981/,"혼자 사는 직장인, 덥고 추울 때마다 전기요금 폭탄 걱정된다면? 숨은 전력 도둑 잡고 요금 확 줄이는 3단계 전략",P2,예를 들어， 특정 사용량까지는 kWh당 100원이었던 요금이 그 이상을 사용하면 200원， 300원으로 두 배， 세 배씩 뛰어버리는 식이죠.,가격,300원으,yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
498,2026-08-07-cost-auto-431981,https://honsamnote.co.kr/blog/2026-08-07-cost-auto-431981/,"혼자 사는 직장인, 덥고 추울 때마다 전기요금 폭탄 걱정된다면? 숨은 전력 도둑 잡고 요금 확 줄이는 3단계 전략",P2,전기난방기: 실내 온도를 1℃ 낮출 때마다 약 7%의 에너지를 절약할 수 있습니다.,통계,7%,yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
499,2026-08-07-cost-auto-431981,https://honsamnote.co.kr/blog/2026-08-07-cost-auto-431981/,"혼자 사는 직장인, 덥고 추울 때마다 전기요금 폭탄 걱정된다면? 숨은 전력 도둑 잡고 요금 확 줄이는 3단계 전략",P2,냉장고 효율적 사용: 냉장고는 내용물을 60~70%만 채우는 것이 효율적입니다.,통계,70%,yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
500,2026-08-07-cost-auto-431981,https://honsamnote.co.kr/blog/2026-08-07-cost-auto-431981/,"혼자 사는 직장인, 덥고 추울 때마다 전기요금 폭탄 걱정된다면? 숨은 전력 도둑 잡고 요금 확 줄이는 3단계 전략",P2,일부 지자체에서는 고효율 가전 구매 시 보조금을 지급하는 정책도 있으니 확인해보세요.,행정,보조금,yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
501,2026-08-07-cost-auto-431981,https://honsamnote.co.kr/blog/2026-08-07-cost-auto-431981/,"혼자 사는 직장인, 덥고 추울 때마다 전기요금 폭탄 걱정된다면? 숨은 전력 도둑 잡고 요금 확 줄이는 3단계 전략",P2,전기난방기: 실내 온도를 1℃ 낮출 때마다 약 7%의 에너지를 절약할 수 있습니다.,통계,약 7,yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
502,2026-08-07-cost-auto-431981,https://honsamnote.co.kr/blog/2026-08-07-cost-auto-431981/,"혼자 사는 직장인, 덥고 추울 때마다 전기요금 폭탄 걱정된다면? 숨은 전력 도둑 잡고 요금 확 줄이는 3단계 전략",P2,비용·시간·주의사항 비용: 스마트 멀티탭: 1만 원 ~ 3만 원 내외 LED 전구: 개당 5천 원 ~ 1만 5천 원 (교체 개수에 따라 달라짐) 냉난방기 필터: 자가 청소 시 비용 없음， 교체 시 5천 원 ~ 2만 원 고효율 가전제품 교체: 수십만 원 ~ 수백만 원 (초기 비용은 크지만 장기적인 절약 효과 탁월， 정부/지자체 보조금 확인) 시간: 전기요금 ,통계,약 15,yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
505,2026-08-07-cost-auto-7256ba,https://honsamnote.co.kr/blog/2026-08-07-cost-auto-7256ba/,"혼자 사는 직장인, 안 쓰는 대형 가구/가전 버리려니 막막하다면? 무료 수거 vs 유료 폐기, 돈 아끼는 현명한 처분 전략",P2,(예: 의자 2천원， 소형 서랍장 5천원， 소파 1만원~2만원).,가격,1만원,yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
506,2026-08-07-cost-auto-7256ba,https://honsamnote.co.kr/blog/2026-08-07-cost-auto-7256ba/,"혼자 사는 직장인, 안 쓰는 대형 가구/가전 버리려니 막막하다면? 무료 수거 vs 유료 폐기, 돈 아끼는 현명한 처분 전략",P2,(예: 의자 2천원， 소형 서랍장 5천원， 소파 1만원~2만원).,가격,2만원,yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
507,2026-08-07-cost-auto-7256ba,https://honsamnote.co.kr/blog/2026-08-07-cost-auto-7256ba/,"혼자 사는 직장인, 안 쓰는 대형 가구/가전 버리려니 막막하다면? 무료 수거 vs 유료 폐기, 돈 아끼는 현명한 처분 전략",P2,전문 업체: 품목 및 상황에 따라 5만원 ~ 수십만원.,가격,5만원,yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
508,2026-08-07-cost-auto-7256ba,https://honsamnote.co.kr/blog/2026-08-07-cost-auto-7256ba/,"혼자 사는 직장인, 안 쓰는 대형 가구/가전 버리려니 막막하다면? 무료 수거 vs 유료 폐기, 돈 아끼는 현명한 처분 전략",P2,무단 투기 금지: 스티커 없이 무단으로 폐기물을 버리면 100만원 이하의 과태료가 부과될 수 있습니다.,가격,100만원,yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
509,2026-08-07-cost-auto-7256ba,https://honsamnote.co.kr/blog/2026-08-07-cost-auto-7256ba/,"혼자 사는 직장인, 안 쓰는 대형 가구/가전 버리려니 막막하다면? 무료 수거 vs 유료 폐기, 돈 아끼는 현명한 처분 전략",P2,최대한 0원에 해결하고 싶은지， 아니면 편리함에 어느 정도 지불할 의사가 있는지 판단해야 합니다.,가격,0원에,yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
510,2026-08-07-cost-auto-7256ba,https://honsamnote.co.kr/blog/2026-08-07-cost-auto-7256ba/,"혼자 사는 직장인, 안 쓰는 대형 가구/가전 버리려니 막막하다면? 무료 수거 vs 유료 폐기, 돈 아끼는 현명한 처분 전략",P2,(재고가 없을 수 있으니 방문 전 전화 확인 권장) 비용: 품목별， 크기별로 비용이 다르며， 2，000원에서 20，000원 대까지 다양합니다.,가격,"2,000원에",yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
511,2026-08-07-cost-auto-7256ba,https://honsamnote.co.kr/blog/2026-08-07-cost-auto-7256ba/,"혼자 사는 직장인, 안 쓰는 대형 가구/가전 버리려니 막막하다면? 무료 수거 vs 유료 폐기, 돈 아끼는 현명한 처분 전략",P2,(재고가 없을 수 있으니 방문 전 전화 확인 권장) 비용: 품목별， 크기별로 비용이 다르며， 2，000원에서 20，000원 대까지 다양합니다.,가격,"20,000원 ",yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
512,2026-08-07-cost-auto-7256ba,https://honsamnote.co.kr/blog/2026-08-07-cost-auto-7256ba/,"혼자 사는 직장인, 안 쓰는 대형 가구/가전 버리려니 막막하다면? 무료 수거 vs 유료 폐기, 돈 아끼는 현명한 처분 전략",P2,비용·시간·주의사항 비용: 폐가전 무상 방문 수거: 0원.,가격,0원.,yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
