source_slug,source_title,target_slug,target_title,relevance_score,relation_type,reason
2026-08-06-products-auto-17f494,"혼자 사는 직장인, 구겨진 옷 때문에 출근길 스트레스받는다면? 1인 가구 스팀다리미 vs 의류관리기, 내게 맞는 최적의 선택은?",2026-08-01-products-auto-fee2c4,1인 가구 공기청정기 기준｜원룸 공기정화,3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-08-06-products-auto-2eb0f5,"혼자 사는 직장인, 짧은 출장/휴가 때 반려동물 돌봄 걱정이라면? 펫시터 vs. 펫호텔 vs. 스마트 기기, 내게 맞는 최적의 선택은?",2026-08-06-products-auto-1d916e,1인 가구 전월세 안심보험 방법｜세입자 보험,3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-08-06-products-auto-b9fc71,"혼자 사는 직장인, 비싼 카페 커피 졸업하고 싶다면? 캡슐 커피 머신 vs 핸드드립, 나에게 딱 맞는 선택은?",2026-08-06-products-auto-44e274,1인 가구 인터넷 비교｜인터넷 요금제 비교,3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-08-06-safety-auto-3d7ecc,"혼자 사는 당신, 퇴근 후 현관문이 훼손되었거나 집안이 어수선할 때: 빈집털이 침입 의심 시 안전하게 대처하는 최우선 행동 수칙",2026-08-08-safety-auto-71a5f3,"혼자 사는 당신, 빈집털이 걱정될 때? DIY 스마트 보안 시스템 vs. 전문 경비 서비스, 나에게 맞는 선택은?",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-08-06-safety-auto-3d7ecc,"혼자 사는 당신, 퇴근 후 현관문이 훼손되었거나 집안이 어수선할 때: 빈집털이 침입 의심 시 안전하게 대처하는 최우선 행동 수칙",2026-08-13-safety-auto-6b585a,1인 가구 이웃 소음 기준｜밤늦은 소리,3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-08-06-safety-auto-425601,물 끊김 방법｜전기 끊김,2026-08-06-safety-auto-21374d,"혼자 사는 당신, 늦은 밤 위층/옆집 소음 때문에 잠 못 들 때: 감정 소모 없이 안전하게 대처하는 현실적인 방법",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-08-06-safety-auto-425601,물 끊김 방법｜전기 끊김,2026-08-07-safety-auto-5a549d,"혼자 사는 당신, 중요한 서류나 귀중품을 안전하게 보관할 때: 방화/방수 금고 vs. 보안 서류함, 나에게 맞는 선택은?",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-08-06-safety-auto-8dc9e3,"혼자 사는 당신, 스마트 기기 많아 정전에 불안하다면? 휴대용 파워뱅크 vs. UPS, 나에게 맞는 정전 대비책은?",2026-08-01-safety-auto-4f0708,"혼자 사는 당신, 늦은 밤 갑자기 정전될 때? 당황하지 않고 안전하게 대처하는 현실적인 방법",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-08-06-safety-auto-8dc9e3,"혼자 사는 당신, 스마트 기기 많아 정전에 불안하다면? 휴대용 파워뱅크 vs. UPS, 나에게 맞는 정전 대비책은?",2026-08-01-safety-auto-c574d6,"혼자 사는 당신, 외부 침입 대비할 때? 스마트 도어벨 vs. 가정용 CCTV, 나에게 맞는 현관 보안은?",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-08-06-safety-auto-97b7d5,지갑 잃어버렸을 때 해결 방법｜신분증 분실,2026-08-06-safety-auto-669f80,"혼자 사는 당신, 예기치 못한 사고에 재산 보호는? 일반 주택화재보험 vs. 1인 가구 맞춤 종합보험, 어떤 보험이 나에게 유리할까?",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-08-06-safety-auto-97b7d5,지갑 잃어버렸을 때 해결 방법｜신분증 분실,2026-08-07-safety-auto-5a549d,"혼자 사는 당신, 중요한 서류나 귀중품을 안전하게 보관할 때: 방화/방수 금고 vs. 보안 서류함, 나에게 맞는 선택은?",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-08-06-safety-auto-9df39e,1인 가구 응급 해결 방법｜혼자 살다 아플 때,2026-08-01-safety-auto-909169,"혼자 사는 당신, 퇴근 후 문이 잠겼을 때? 열쇠 분실 대비, 현명한 선택 가이드",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-08-06-safety-auto-a5c266,"혼자 사는 당신, 외출 중 갑자기 가스·누수 사고 걱정될 때? 스마트 가스 감지기 vs. 스마트 누수 센서, 나에게 맞는 원격 모니터링은?",2026-08-01-safety-auto-c574d6,"혼자 사는 당신, 외부 침입 대비할 때? 스마트 도어벨 vs. 가정용 CCTV, 나에게 맞는 현관 보안은?",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-08-06-safety-auto-a5c266,"혼자 사는 당신, 외출 중 갑자기 가스·누수 사고 걱정될 때? 스마트 가스 감지기 vs. 스마트 누수 센서, 나에게 맞는 원격 모니터링은?",2026-08-04-safety-auto-3547d2,"혼자 사는 당신, 집에 불이 났을 때? 일반 vs. 스마트 화재경보기, 나에게 맞는 선택은?",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-08-06-safety-auto-b04dc4,배수구 막혔을 때 방법｜싱크대 역류,2026-07-30-safety-38,"퇴근 후 쌓이는 택배 송장, 개인정보 노출 없이 안전하게 버리는 확실한 방법",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-08-06-safety-auto-b04dc4,배수구 막혔을 때 방법｜싱크대 역류,2026-08-01-safety-auto-909169,"혼자 사는 당신, 퇴근 후 문이 잠겼을 때? 열쇠 분실 대비, 현명한 선택 가이드",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-08-06-safety-auto-b35351,방문자 응대 체크리스트｜현관문,2026-08-01-safety-auto-c574d6,"혼자 사는 당신, 외부 침입 대비할 때? 스마트 도어벨 vs. 가정용 CCTV, 나에게 맞는 현관 보안은?",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-08-06-safety-auto-d2f981,"혼자 사는 당신, 늦은 밤 귀갓길 불안할 때? 호신용 경보기 vs. 스마트폰 호신 앱, 나에게 맞는 선택은?",2026-08-07-safety-auto-a9b07e,"혼자 사는 당신, 우리 집 말고 다른 곳에서 건물 전체 화재 경보기가 울릴 때: 당황하지 않고 안전하게 상황을 판단하고 대피하는 현실적인 방법",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-08-06-safety-auto-ec7c17,"혼자 사는 당신, 겨울철 일산화탄소 걱정된다면? 일반형 vs. 스마트 CO 경보기, 나에게 맞는 안전 선택은?",2026-08-01-safety-auto-c574d6,"혼자 사는 당신, 외부 침입 대비할 때? 스마트 도어벨 vs. 가정용 CCTV, 나에게 맞는 현관 보안은?",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-08-06-safety-auto-ec7c17,"혼자 사는 당신, 겨울철 일산화탄소 걱정된다면? 일반형 vs. 스마트 CO 경보기, 나에게 맞는 안전 선택은?",2026-08-04-safety-auto-3547d2,"혼자 사는 당신, 집에 불이 났을 때? 일반 vs. 스마트 화재경보기, 나에게 맞는 선택은?",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-08-06-storage-auto-5477a3,1인 가구 다림질 비교｜좁은 집 다리미,2026-07-30-storage-20,"바쁜 1인 가구 직장인, 퇴근 후에도 어지러운 주방? 딱 3단계로 끝내는 현실적인 정리법",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-08-06-storage-auto-772373,"1인 가구 직장인, 여행 후 빈 캐리어 좁은 원룸 '애물단지'라면? 숨겨진 공간 200% 활용하는 현실 수납법",2026-08-10-storage-auto-48f5a4,"1인 가구 직장인, 좁은 주방 '수납 공간 잡아먹는' 주방 가전 때문에 고민이라면? '싱글 기능 vs 멀티 기능' 가전, 현명하게 고르는 법 비교",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-08-06-storage-auto-ae69e9,틈새 선반 비교｜이동식 트롤리,2026-08-04-storage-auto-28ed9d,1인 가구 식료품 수납 알아보기｜좁은 주방 정리,3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-08-06-storage-auto-ae69e9,틈새 선반 비교｜이동식 트롤리,2026-08-07-storage-auto-3c236f,1인 가구 주방 비교｜좁은 주방 수납,3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-08-06-storage-auto-c25261,1인 가구 서랍 정리 비교｜서랍 칸막이,2026-08-01-storage-auto-c94563,"퇴근 후 1인 가구, 현관문 열자마자 어지럽다면? 1평 현관, '비우는 공간'으로 만드는 현실 수납법",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-08-06-storage-auto-c25261,1인 가구 서랍 정리 비교｜서랍 칸막이,2026-08-05-storage-auto-1764b0,"1인 가구 직장인, 좁은 옷장 '꽉 찬 옷' 때문에 숨막힌다면? 옷걸이 하나라도 더 거는 현실 수납법",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-08-06-storage-auto-d7c10d,1인 가구 수납 알아보기｜좁은 공간 수납,2026-08-12-storage-auto-1aceff,"1인 가구 직장인, 좁은 옷장 속 '애매한 부피의 가방과 모자' 때문에 정리하기 어렵다면? '전용 수납걸이/랙 vs 다용도 수납함/선반', 현명하게 고르는 법 비교",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-08-06-storage-auto-ddb1d8,"1인 가구 직장인, 퇴근 후 던져놓는 지갑·열쇠·휴대폰… 잃어버리지 않고 깔끔하게 정리하는 현실 수납법",2026-08-01-storage-auto-c94563,"퇴근 후 1인 가구, 현관문 열자마자 어지럽다면? 1평 현관, '비우는 공간'으로 만드는 현실 수납법",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-08-07-cleaning-auto-1c4212,건조기 비교｜제습기,2026-08-01-cleaning-auto-e1e505,벽 곰팡이 알아보기｜곰팡이 없애는 법,3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-08-07-cleaning-auto-27a7fe,1인 가구 행주 비교｜일회용 행주,2026-08-06-cleaning-auto-17f2ed,"혼자 사는 당신, 세탁 세제 유목민 탈출! 액체·분말·캡슐, 나에게 맞는 현명한 선택 기준",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-08-07-cleaning-auto-27a7fe,1인 가구 행주 비교｜일회용 행주,2026-08-13-cleaning-auto-7ef0d4,"혼자 사는 당신, 퇴근 후 끈적이는 바닥 스트레스? 물걸레 vs 물걸레 청소포, 후회 없는 선택 기준",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-08-07-cleaning-auto-c3121d,"혼자 사는 당신, 냉장고 속 퀴퀴한 냄새와 정체불명 식재료, 1시간 만에 깨끗하게 비우고 효율적으로 채우는 현실 솔루션",2026-08-03-cleaning-auto-d96324,"혼자 사는 직장인, 퇴근 후 지저분한 바닥? 로봇청소기 vs 무선청소기, 후회 없는 선택 기준",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-08-07-cleaning-auto-cb5dfe,혼자 사는 오븐 청소 알아보기｜오븐 찌든 때,2026-08-06-cleaning-auto-17f2ed,"혼자 사는 당신, 세탁 세제 유목민 탈출! 액체·분말·캡슐, 나에게 맞는 현명한 선택 기준",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-08-07-cleaning-auto-d3c72b,변기 얼룩 제거 알아보기｜변기 물때 청소,2026-08-01-cleaning-auto-84665e,"혼자 사는 직장인, 좁은 원룸 쓰레기 산? 악취 없이 깔끔하게 버리는 스마트 분리배출 루틴",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-08-07-cleaning-auto-d3c72b,변기 얼룩 제거 알아보기｜변기 물때 청소,2026-08-03-cleaning-auto-fc046f,"바쁜 1인 가구 직장인, 매일 아침 구겨진 옷? 다림질 vs 스팀다리미, 현명한 선택 기준",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-08-07-cleaning-auto-e52e72,커튼 먼지 제거 알아보기｜커튼 세탁 주기,2026-08-08-cleaning-auto-b16ac0,"혼자 사는 당신, 집에 밴 꿉꿉한 생활 냄새! 향으로 덮을까? 근본을 잡을까? 방향제·디퓨저 vs 공기청정기, 현명한 선택 기준",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-08-07-cleaning-auto-ef484e,1인 가구 침구 세탁 알아보기｜베개 세탁 주기,2026-08-06-cleaning-auto-96ff36,"혼자 사는 당신, 새벽에 마주한 바퀴벌레? 1시간 만에 뿌리 뽑고 다시는 안 보는 현실 솔루션",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-08-07-cost-auto-0c25d9,"혼자 사는 직장인, 매달 알게 모르게 새는 퍼스널 케어 비용! 나에게 딱 맞는 '스마트 지출'로 피부도 지갑도 지키는 법",2026-07-30-cost-3,"혼자 사는 직장인, 통신비 월 2만원 아끼는 알뜰폰+인터넷 vs 3사 결합, 현명한 선택 가이드",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-08-07-cost-auto-431981,"혼자 사는 직장인, 덥고 추울 때마다 전기요금 폭탄 걱정된다면? 숨은 전력 도둑 잡고 요금 확 줄이는 3단계 전략",2026-07-30-cost-2,"혼자 사는 직장인, 예상치 못한 공과금 폭탄 피하는 전기·가스·수도 요금 절약 실전 가이드",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-08-07-cost-auto-431981,"혼자 사는 직장인, 덥고 추울 때마다 전기요금 폭탄 걱정된다면? 숨은 전력 도둑 잡고 요금 확 줄이는 3단계 전략",2026-08-10-cost-auto-88aeb7,1인 가구 주방 비교｜전기레인지 추천,3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-08-07-food-auto-0e8387,"1인 가구 직장인, 혼자 시킨 배달 음식 한 끼에 다 못 먹을 때: 버리지 않고 다음 끼니까지 알뜰하게 즐기는 현실적인 전략",2026-08-03-food-auto-fb2380,"퇴근 후 요리 시간 아끼는 1인 가구, 손질 채소 vs. 통 채소: 당신의 식탁을 위한 현명한 선택",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-08-07-food-auto-13d75f,"1인 가구 직장인, 냉장고/팬트리 속 '유통기한 지난 미개봉 가공식품' 앞에서 망설일 때: 버릴까? 먹을까? 안전하게 판단하고 알뜰하게 활용하는 법",2026-08-04-food-auto-8d3bfc,"1인 가구 직장인, 마트에서 산 감자 싹 나고 양파 물러질 때, 버릴까 말까? 알뜰하게 살리고 안전하게 먹는 법",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-08-07-food-auto-18079e,"혼자 사는 직장인, 퇴근 후 저녁 메뉴 고민될 때: 요리 vs. 배달 vs. 간편식, 당신의 피로도와 지갑을 위한 최적의 선택 가이드",2026-08-11-food-auto-452e94,"혼자 사는 직장인, 매일 신선 채소 챙겨 먹기 어려울 때: 샐러드 정기배송 vs. 직접 재료 손질, 당신의 건강과 지갑을 위한 현명한 선택",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-08-07-food-auto-55d572,"혼자 사는 직장인, 퇴근 후 저녁 요리 망설일 때: 주말 2시간으로 평일 요리 시간 10분 만드는 스마트 식재료 준비 루틴",2026-08-10-food-auto-0b9c15,"혼자 사는 직장인, 매일 저녁 메뉴 고민 끝내고 싶을 때: 직접 요리 vs. 정기 구독 식사, 당신의 시간과 에너지를 위한 최적의 선택 가이드",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-08-07-food-auto-5b5eb1,"혼자 사는 직장인, 마트/반찬가게 '조리된 반찬' 살까 말까 망설일 때: 집밥 만족도 높이는 현명한 선택 가이드",2026-08-01-food-auto-2c9171,"1인 가구 직장인, 대형마트 대용량 식재료 앞에서 망설일 때? 현명하게 구매하고 다 쓰는 전략",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-08-07-food-auto-5b5eb1,"혼자 사는 직장인, 마트/반찬가게 '조리된 반찬' 살까 말까 망설일 때: 집밥 만족도 높이는 현명한 선택 가이드",2026-08-01-food-auto-6b8a79,"1인 가구, 마트에서 '이거 살까 말까?' 망설일 때: 식재료 낭비 막는 현명한 구매 결정 가이드",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-08-07-food-auto-9b0d72,"혼자 사는 직장인, 좁은 주방에 꽉 찬 식료품 관리 어려울 때: 효율적인 '나만의 미니 팬트리' 만드는 현실적인 전략",2026-08-01-food-auto-8c9a71,"혼자 사는 직장인, 냉장고 속 식용유와 조미료, 버릴까 말까? 알뜰하게 다 쓰는 보관법",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-08-07-housing-auto-5dd703,"혼자 사는 직장인, 갑자기 이사 가야 하는데 다음 세입자 직접 구하라니? 계약 중도 해지 부담 줄이는 현실적인 방법",2026-08-01-housing-auto-e6f8ea,"혼자 사는 직장인, 이사 갈 때 포장·반포장·용달 이사 중 뭘 고를까? 내 상황에 맞는 최적의 선택 가이드",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-08-07-housing-auto-5dd703,"혼자 사는 직장인, 갑자기 이사 가야 하는데 다음 세입자 직접 구하라니? 계약 중도 해지 부담 줄이는 현실적인 방법",2026-08-03-housing-auto-5b4f05,"혼자 사는 직장인, 이사 당일 보증금 못 받을 위기? 당황 말고 내 돈 지키는 3단계 대처법",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-08-07-housing-auto-baa8f0,"혼자 사는 직장인, 습한 내 방에 곰팡이가 피었다면? 덮어두지 말고 원인 찾아 건강 지키는 현실 해결책",2026-07-30-housing-47,"원룸/오피스텔 고장났나요? 혼자 끙끙 앓지 말고, 집주인에게 스마트하게 수리 요청하는 법",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-08-07-lifestyle-auto-6e452d,"혼자 사는 직장인, 낯선 이웃이 자꾸 말 걸고 다가올 때? 적정 거리 지키며 관계 최적화하는 실전 가이드",2026-07-30-lifestyle-64,"퇴근 후 무기력함에 지친 1인 가구 직장인, 잠들기 전 2시간으로 내일을 바꾸는 저녁 루틴",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-08-07-lifestyle-auto-6e452d,"혼자 사는 직장인, 낯선 이웃이 자꾸 말 걸고 다가올 때? 적정 거리 지키며 관계 최적화하는 실전 가이드",2026-08-01-lifestyle-auto-976633,"1인 가구 직장인, '혼자라서 시간 많지?' 오해에 지쳤다면? 퇴근 후 내 시간 지키는 현명한 거절법",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-08-07-lifestyle-auto-c39ec1,"혼자 사는 직장인, 딱히 할 일 없는 자유 시간에 '무의미한 스크롤링'에 지쳤다면? 만족감 높은 나만의 '틈새 활력' 루틴 만들기",2026-08-01-lifestyle-auto-ab470f,"혼자 사는 직장인, 새로운 인연 찾기가 막막하다면? 데이팅 앱 vs. 오프라인 모임, 나에게 맞는 선택 기준",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-08-07-products-auto-074e7a,"혼자 사는 직장인, 가끔 필요한 문서 인쇄가 번거롭다면? 개인 프린터 vs 인쇄 서비스, 내게 맞는 최적의 선택은?",2026-07-30-products-53,퇴근 후 음식물 쓰레기 냄새? 1인 가구에 딱 맞는 음식물처리기 현명하게 고르는 법,3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-08-07-products-auto-074e7a,"혼자 사는 직장인, 가끔 필요한 문서 인쇄가 번거롭다면? 개인 프린터 vs 인쇄 서비스, 내게 맞는 최적의 선택은?",2026-08-03-products-auto-c75a1a,"혼자 사는 직장인, 퇴근 후 집에서 사소한 고장 발견 시 전문가 부를까 직접 고칠까?",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-08-07-products-auto-0e769c,"혼자 사는 직장인, 좁은 주방 조리 기구 선택에 고민된다면? 1인 가구 인덕션 vs 휴대용 가스레인지, 내게 맞는 최적의 선택은?",2026-08-01-products-auto-fee2c4,1인 가구 공기청정기 기준｜원룸 공기정화,3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-08-07-products-auto-0e769c,"혼자 사는 직장인, 좁은 주방 조리 기구 선택에 고민된다면? 1인 가구 인덕션 vs 휴대용 가스레인지, 내게 맞는 최적의 선택은?",2026-08-06-products-auto-17f494,"혼자 사는 직장인, 구겨진 옷 때문에 출근길 스트레스받는다면? 1인 가구 스팀다리미 vs 의류관리기, 내게 맞는 최적의 선택은?",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-08-07-products-auto-75313c,1인 가구 보풀제거기 알아보기｜옷 보풀 제거,2026-07-30-products-51,"꿉꿉한 빨래, 좁은 방에 널지 마세요! 1인 가구 직장인을 위한 미니 건조기, 실패 없이 선택하는 법",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-08-07-products-auto-75313c,1인 가구 보풀제거기 알아보기｜옷 보풀 제거,2026-07-30-products-55,"냉동실 자리 부족한 1인 가구 직장인, 식비 절약 소형 냉동고 꼭 사야 할까요?",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-08-07-products-auto-b07e5f,"혼자 사는 직장인, 퇴근 후 창문/베란다 보안 걱정된다면? 1인 가구 맞춤 방범, '물리 + 감지 + 경고' 3단계로 끝내세요!",2026-07-30-products-56,"빈집 걱정 끝! 1인 가구를 위한 가정용 보안카메라, 이 5가지만 보고 고르세요",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-08-07-products-auto-bd7178,"혼자 사는 직장인, 낯선 초인종 소리에 불안하다면? 1인 가구 스마트 도어벨, 현명하게 고르는 3가지 기준",2026-08-14-products-auto-50ff5a,"혼자 사는 직장인, 낮에 배송된 택배 문 앞에 쌓여 불안하다면? 1인 가구 스마트 택배함 vs 무인택배함, 내게 맞는 최적의 선택은?",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-08-07-safety-auto-5a549d,"혼자 사는 당신, 중요한 서류나 귀중품을 안전하게 보관할 때: 방화/방수 금고 vs. 보안 서류함, 나에게 맞는 선택은?",2026-08-06-safety-auto-21374d,"혼자 사는 당신, 늦은 밤 위층/옆집 소음 때문에 잠 못 들 때: 감정 소모 없이 안전하게 대처하는 현실적인 방법",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-08-07-safety-auto-5a549d,"혼자 사는 당신, 중요한 서류나 귀중품을 안전하게 보관할 때: 방화/방수 금고 vs. 보안 서류함, 나에게 맞는 선택은?",2026-08-06-safety-auto-425601,물 끊김 방법｜전기 끊김,3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
